,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
na61ff444636d4a939718f3d4b2f8028ab31,-0.059626732,0.58249485,0.27942514,-0.40089604,0.5637185,-0.07900138,-0.29468498,-0.5201444,-0.38557646,-0.6383708,0.08578987,-0.61976033,-0.2297154,-0.3416755,-0.028569603,0.2535879,0.009420021,-0.51726633,0.23836404,0.52808845,0.19749507,0.10882935,-0.32127076,0.40824065,-0.00917879,0.24821265,-0.31014025,0.296283,-0.013578553,0.30728257,-0.4395079,-0.2694391,0.4284715,0.12054625,-0.41004804,-0.053572338,0.29916734,0.3372955,-0.17064835,0.23179147,0.015482517,-0.12633726,-0.4471931,0.031965513,0.054624937,-0.047937643,-0.13072297,-0.24063857,-0.31886798,-0.2569279,0.2969499,-0.6038224,0.23099232,-0.29983595,0.57648486,-0.2007588,-0.4345944,-0.3667022,0.1959796,0.68872136,-0.18368596,0.25753212,0.11833409,-0.36324343
Penyakit,-0.057456076,0.32884082,0.35311002,-0.22530027,0.30169463,0.091508016,-0.35695595,-0.26925287,-0.34105593,-0.63098156,0.13550164,-0.53300714,-0.26980206,-0.33960953,0.3093549,0.32985505,0.1689646,-0.39226362,0.06917205,0.1324299,0.44288886,0.10465324,-0.11607765,0.39599293,-0.39589733,0.05725,-0.5622033,0.38280433,-0.07864665,0.48817667,0.055399843,-0.121727206,0.07287453,-0.1124478,-0.23461321,-0.67485636,0.5578979,0.15034275,-0.16544095,-0.019650992,0.047017924,-0.30834234,-0.18454209,0.033472613,0.36536387,-0.19835787,0.112020314,-0.6248618,-0.27352938,-0.37698954,0.08242474,-0.6048509,0.099147655,0.07130856,0.068433665,-0.56080526,-0.17963976,-0.15079014,0.2387394,0.5712842,-0.0006888121,0.070854366,0.07658508,-0.1991076
na61ff444636d4a939718f3d4b2f8028ab27,-0.106964156,0.35382235,-0.008470225,0.01998456,0.5794987,0.055847097,-0.3426171,-0.20371279,-0.3123991,-0.7913352,0.40358406,-0.91679716,-0.2960763,-0.34665415,0.2717433,0.45496327,-0.12912956,-0.093430914,0.24985264,0.13877554,0.567174,-0.23541665,-0.045521244,0.3083183,0.020017024,0.20502892,-0.6587703,-0.012675343,0.18105944,0.44455278,-0.37827885,0.054377798,0.27453768,-0.19671758,-0.43656552,-0.38233492,0.77229446,0.038914457,0.17800987,0.5059397,0.26758763,-0.15236297,-0.068593845,0.19005919,0.013340277,-0.34330574,-0.10973113,-0.50204605,-0.08933397,-0.09876191,0.042450257,-0.35206255,0.13117678,-0.30561197,-0.29613897,-0.22560607,-0.12716877,-0.07733519,0.16986349,0.52416015,-0.3158082,-0.045271188,0.3125704,-0.18370424
na61ff444636d4a939718f3d4b2f8028ab28,0.027603723,0.3057714,-0.03485421,0.0046912027,0.20770243,0.3108636,-0.2521186,-0.487053,-0.26607603,-0.7391546,0.50039524,-1.0371103,-0.3953746,-0.5653531,0.0184996,0.40934858,-0.08945677,-0.12635116,0.24240962,0.6001707,0.47582424,-0.1227992,0.032664757,0.21255472,-0.030241122,0.15576236,-0.47783774,0.18274596,0.22395168,0.3402152,-0.49814552,-0.08253665,0.41580224,-0.2747301,-0.065085776,-0.32284328,0.3479498,0.11054995,0.023776282,-0.05174234,0.37205154,-0.41514096,0.022218477,-0.22793289,0.20770413,-0.16227734,-0.15377815,-0.36940733,0.015002997,-0.1361426,-0.3214053,-0.38711688,0.019639213,-0.19132408,-0.25249892,-0.63323134,-0.07008635,-0.3452135,0.22095144,0.5787468,-0.20194548,-0.02809583,0.20477092,-0.24122658
Maize_Lethal_Necrosis_Disease,0.4602493,-0.3115623,0.16212535,-0.031077681,0.49107,-0.5555836,0.038780447,-0.25298235,-0.47707707,-0.08255862,-0.09272566,0.4824294,-0.29878148,-0.19036737,0.19927152,0.35230264,-0.33490467,-0.037607983,0.15021223,0.62603843,0.016201502,0.36961362,0.52268434,-0.21690887,-0.0790535,0.050280143,-0.080849,0.28198415,0.01602877,-0.27569294,0.17011319,0.037266288,-0.4022858,-0.03525503,-0.10432526,-0.48911566,0.21463265,0.03832472,-0.13217464,0.06050275,0.07404514,-0.08474888,0.10166155,-0.4745683,-0.14392997,-0.08338231,-0.67255,-0.09843341,0.12905207,0.20004874,0.07020878,-0.004235223,-0.050238866,0.23027183,0.48449245,-0.0025936016,0.060942095,-0.07811372,-0.038580075,-0.14821747,-0.31709716,-0.1324695,0.10285987,0.047366973
kumbang,0.21826872,-0.06171789,0.135735,0.07282001,0.23196085,-0.44086632,-0.041265626,0.077844776,-0.41229293,-0.09943531,0.08836438,0.17440142,-0.26613727,-0.35499713,0.2657357,0.40190023,-0.2839553,-0.3107963,0.05855587,0.65551955,0.25509977,0.18036875,0.45620584,-0.111793846,0.15659529,0.12336513,-0.27767196,0.44242173,0.3477196,-0.240708,0.17714718,-0.06492561,-0.36017615,-0.48429465,-0.010279541,-0.23388706,0.19181131,-0.08672846,-0.15760624,0.018357236,0.15448694,0.19510438,-0.022401165,-0.6777274,-0.28588882,-0.19419649,-0.52272385,0.13984726,0.4002618,0.34296268,0.30861667,-0.10520603,-0.15089877,0.23088865,0.5672897,0.13438989,0.3286345,0.1782318,0.0112142945,-0.17007361,-0.09548099,0.038454793,0.015790418,-0.022775779
layu,-0.15840437,-0.1362275,0.57041377,0.42516226,0.20286062,-0.18787454,0.078909405,-0.16801995,-0.29678607,-0.032926243,0.071454465,-0.05961536,-0.36711955,-0.035679087,-0.46340594,0.39615884,-0.08202486,0.0935516,-0.18878771,0.41391703,0.099548504,0.7065915,0.23765896,-0.0849189,-0.04659668,0.4258169,0.15997277,0.072684854,0.40903524,-0.23557977,-0.005580091,0.114441834,0.09520909,0.034499403,-0.16744569,-0.3908659,0.15418406,0.12830828,0.18473044,0.14720944,-0.24815771,0.039574683,0.25503343,-0.39390507,0.38786197,-0.23734455,0.08606905,-0.103341304,0.19338465,0.39229688,0.10149283,-0.032661073,-0.015282998,0.16160421,0.470086,0.22154355,0.08675788,-0.18037543,-0.4526794,-0.15888028,0.008371191,0.06278754,-0.01702467,-0.08323612
jamur,0.55227995,-0.6363821,0.1888597,0.08910093,0.43046135,-0.0275644,0.16486716,0.42048547,-0.20244946,-0.14505374,0.43091077,0.074313596,-0.10264324,0.12395592,0.0509075,0.3640153,0.0604838,-0.30096602,0.038361344,0.24502382,0.10635371,0.3999307,-0.090902716,-0.2142559,-0.10899663,0.16675793,-0.15799524,-0.12642783,0.054216485,-0.32281044,0.099289574,-0.06702905,-0.20811057,-0.18541212,0.059970625,-0.38817453,0.37406728,0.25267175,0.3857519,-0.12619564,-0.08464242,-0.11105017,0.0330908,-0.2248094,0.09463418,-0.08969722,-0.2357435,-0.020255558,0.12640558,0.33121508,-0.012672218,0.0009585014,0.29892355,0.17600182,0.66266865,0.14777349,0.34652996,-0.124790415,-0.35362837,0.053479183,-0.21322913,0.37214035,-0.14435151,-0.18377079
ammonium_nitrate,-0.13619128,-0.21615896,0.5621755,0.24077958,0.46869525,0.040646855,-0.12925068,-0.43142423,-0.049410984,-0.16762586,-0.00511711,0.116817206,-0.46483836,0.21296221,-0.12892832,0.5212088,0.06593993,0.06276776,-0.2601492,0.3056907,0.32983834,0.4738615,0.25799885,-0.21651421,0.41457903,0.26750654,-0.113925144,-0.09451455,0.21173836,-0.33440778,0.43496946,-0.15029517,0.013255585,0.43276316,-0.07200168,-0.29599625,0.096555814,0.23880966,0.14397956,0.11853914,-0.035030745,0.36219886,0.5605535,-0.26735294,-0.16090094,-0.89220726,-0.23977582,-0.19018573,0.36975053,0.24450517,0.27071416,-0.099927485,-0.27507153,-0.1087564,0.68832654,-0.24507831,0.29718986,-0.20859745,-0.25963792,-0.19624746,0.008344766,-0.30070382,0.001943173,-0.4664297
Zinc_Deficiency,0.11071127,-0.36830115,0.15587153,-0.0020651645,0.13947412,-0.41936243,-0.109307624,-0.202049,0.2375646,0.5729546,-0.065266445,-0.0942586,-0.4342689,-0.0021538706,0.24750364,0.8448867,-0.6127263,-0.23434244,0.03704612,0.4731941,0.18108658,0.40951383,-0.067015514,-0.3916499,0.3250163,0.57004935,-0.1560535,0.05695998,0.10918562,-0.14895962,0.2800021,0.16528755,-0.14096567,0.38280338,-0.12001853,-0.44796762,0.33780584,0.13770598,0.11833164,-0.07697275,-0.057119735,0.3241335,0.39022896,-0.0630764,-0.1661617,-0.32023954,-0.25444102,-0.10012254,0.3423353,0.19208145,0.18802176,0.074579865,0.13148722,0.2039406,0.25766283,0.022300817,0.2212066,-0.5768119,-0.13266502,-0.10621891,0.022130638,0.18639113,-0.113746315,-0.31437665
nekrosis,0.21732728,-0.295792,0.18176201,0.2988622,0.06667364,-0.424752,-0.06456369,0.005721019,-0.3015662,0.32986963,0.16167282,-0.09308991,-0.12775306,0.05548574,0.02368388,0.5678582,-0.040728457,-0.18779454,0.014749336,0.24653634,0.08081763,0.52349514,0.47122833,-0.2020536,0.0631051,0.20766719,-0.04952893,0.35050514,0.22911786,-0.21928887,0.12846583,-0.04946087,0.03762852,0.024944201,-0.18260379,-0.34439376,0.5177388,0.06887703,-0.080883816,-0.26155972,-0.22412595,0.11649215,0.1488142,-0.5355092,-0.26065135,-0.0673907,-0.17967077,0.23940125,0.27408043,0.16549642,0.16080774,-0.2279072,0.12701981,0.19540606,0.258325,0.232829,0.18527777,-0.18937294,-0.21824558,-0.083814524,-0.13703652,-0.035489984,0.11216503,-0.1635311
insektisida_vektor,0.33098558,-0.21847709,0.12732849,0.14794002,0.13874699,-0.47565603,-0.015939584,-0.039504915,-0.5423158,-0.1524125,0.035418034,0.15601186,-0.32762524,-0.15652898,0.32194656,0.49492925,-0.37279567,-0.14957073,-0.035890598,0.5299102,-0.010565849,0.19882205,0.32533628,-0.2357672,0.31717908,0.11377853,-0.36323738,0.3570614,0.30123565,-0.18270983,0.111713156,-0.1337481,-0.4282477,-0.3239089,-0.16819206,-0.17334789,0.09883032,0.10894696,0.020063085,0.34440663,0.23698221,0.22607669,0.0671114,-0.7077583,-0.11240406,-0.25178435,-0.43129995,0.23865907,0.3115726,0.033990316,0.024336038,-0.073944695,0.053078037,0.11088213,0.50744843,0.04911565,0.20721604,0.1550113,-0.114950016,-0.1161534,-0.012955323,-0.06075089,-0.21867965,0.12903017
pucuk,0.56104994,-0.3139733,0.57908505,0.09203374,-0.04483533,-0.42096162,-0.3182917,0.12820444,-0.2287318,0.23301122,0.48012835,-0.07767161,-0.13762553,0.07155868,0.089013785,0.4518939,-0.01406179,0.07050901,-0.061739378,0.65810835,0.19931975,0.49109933,0.31330258,-0.16779537,0.047541086,0.20588146,-0.12245653,-0.1850218,0.047393087,-0.3280273,0.0438617,0.32910538,0.25816596,0.478661,-0.61419827,-0.34617838,0.05357054,-0.020144213,-0.59209836,-0.06111383,0.09923173,0.25399283,-0.20140441,-0.35486183,0.22978173,0.038872663,0.072369635,0.10127345,-0.02544114,0.08803483,0.4106468,0.13363445,-0.1857481,0.08250985,0.36871162,0.31027946,0.059403483,-0.37795272,-0.40701246,0.037456986,-0.11163216,-0.18515486,-0.31317323,-0.14331268
hindari_pH_tinggi,0.41689628,-0.39796913,-0.060168494,0.41831285,0.0006211719,-0.32501638,-0.17573711,-0.30122545,-0.14316085,0.41637537,0.1367476,-0.013907369,-0.38142428,0.015670162,0.020426666,0.6088188,-0.46617144,0.017526474,0.016961653,0.2818478,0.27557775,0.03721731,0.15962029,-0.33588734,0.29134092,0.3604024,-0.09334526,0.21983351,-0.022382049,-0.31395912,0.25362596,0.119080745,0.3079451,0.3040488,-0.11576665,-0.5375184,0.503491,0.6575955,-0.1569249,-0.09729933,-0.104510374,0.34828278,0.4431445,-0.14702652,-0.3800316,-0.109890416,-0.015312389,0.00053952873,0.44874537,0.0073016156,0.3692103,-0.1494568,0.10717968,0.17276578,0.23866406,-0.12117836,0.2845344,-0.4337832,-0.32259938,0.008387179,-0.15896961,0.025205603,-0.12184527,-0.2001383
Spotted_Stemborer,0.42893508,-0.0131618045,0.33884162,0.06994446,0.3668373,-0.3515528,-0.050387368,-0.08282117,-0.3819579,-0.30326536,0.21679582,0.25665936,-0.0017854632,0.31670094,-0.07965659,0.5873597,-0.21621592,-0.180376,-0.35993513,0.52420616,0.15450741,0.43982935,0.39284495,0.058804445,0.1790142,0.6389124,-0.28895918,0.12723048,-0.15897118,-0.3498883,-0.24380295,0.15349606,0.07160623,0.07383594,0.17115402,-0.2121372,0.3554552,0.071164206,0.17263627,-0.3153798,-0.07126889,0.41136506,0.096135736,-0.26872385,0.20969439,0.16698894,-0.08470039,0.0415649,0.19742645,0.096380904,0.11296288,-0.13647303,0.19663261,0.36348817,0.28917062,0.2934747,0.32993564,-0.14590424,0.13587524,-0.32731032,-0.16745348,-0.3050479,0.087318204,0.14072356
Spotted_Maize_Beetle,0.4943387,-0.110353164,0.07699566,0.11304525,0.46781674,0.053986333,-0.089321926,0.073718704,-0.12517647,0.20659095,0.21464095,0.09871201,-0.38463,0.092901535,-0.050026342,0.35700545,0.10124004,0.06390514,-0.12562022,0.6763155,0.2536645,0.3711988,0.7913697,-0.17450507,-0.05816638,0.517675,0.104025334,-0.28539634,0.22727086,-0.04079239,-0.20763442,-0.03166353,-0.15391874,-0.08634601,-0.2515051,-0.60637015,0.19809522,0.1641686,0.13643955,-0.05187058,-0.09860077,0.7704596,-0.3493708,-0.3131799,0.48945495,0.2505374,-0.050972097,0.31427646,0.3941219,0.42796734,0.08357455,0.025851134,0.28114912,-0.09682952,0.15293008,0.05902081,-0.024526276,0.3131475,-0.055591647,0.3202934,-0.04525351,0.018569015,0.20014805,-0.23525037
Cochliobolus carbonum,0.6230453,-0.37446383,0.611351,0.079937495,0.88423264,-0.08554314,0.07208014,0.19692312,-0.08987915,0.25033355,0.12454366,0.095678054,-0.48821357,0.566292,-0.43387553,0.43247965,0.2048348,-0.0033984645,-0.32051373,0.6704619,0.3337155,-0.046353787,0.19759776,-0.027349874,-0.008703798,0.18932836,-0.21414772,0.0009573675,0.0390499,-0.20921834,-0.2458675,0.26730287,-0.20393889,-0.5505786,0.10146156,-0.3341996,0.21392861,0.32295886,-0.04597327,0.056361634,0.19035421,-0.18698041,0.12337263,-0.1258058,-0.1808874,-0.3266391,-0.58156276,0.43208125,-0.07266587,-0.0061056106,-0.17961128,-0.08640651,0.09735843,0.51700246,0.36855745,-0.07907074,0.44313645,-0.17232789,-0.307395,0.4372565,-0.28013808,0.5309762,-0.2029825,-0.03178057
deltamethrin,-0.26433256,0.03152218,0.34037468,0.44177675,0.121085696,-0.16603626,0.16874623,-0.3445969,-0.39603853,0.093888976,0.37183502,0.29061502,-0.099285804,0.4159941,-0.042012542,0.59423625,-0.08596095,0.11792111,-0.07750362,0.45543727,-0.07627286,0.24839331,0.110694155,-0.18105489,0.15523796,0.35094485,-0.6425601,0.021971513,-0.1591824,-0.10991443,-0.23484084,0.22075428,0.15103114,0.027344987,-0.02497574,-0.61303735,0.29207185,-0.032487437,0.17338973,-0.23804799,-0.08675735,0.20455784,0.0038934404,-0.44160804,0.18066038,0.030632349,-0.45302007,0.13298132,0.30855393,0.4129719,-0.19550729,-0.18683343,0.17573817,0.5218452,0.45060077,0.5280019,-0.054727662,0.07100987,0.02910753,-0.058045413,-0.5275221,-0.6660345,-0.09229136,-0.094691254
DefisiensiUnsur,-0.008505506,0.30704856,-0.04453389,-0.2231996,0.22761457,0.12645902,-0.39634517,-0.2793443,-0.24905525,-0.9113563,0.2650018,-0.7451617,-0.2626892,-0.41228965,0.02376149,0.2984518,-0.036338326,-0.4516711,0.21982798,0.4006924,0.47423747,0.1940143,-0.04181879,-0.2495308,-0.21069609,0.2217302,-0.72318083,0.3406844,-0.027283391,0.25473702,-0.4271437,-0.06770573,0.30887267,0.048020456,-0.039608803,-0.119099386,0.46408936,-0.082587555,-0.06654452,-0.06159603,0.3116122,-0.20949419,0.0037460022,-0.014340403,0.412344,0.0131255165,0.33344775,-0.36869663,0.08373797,-0.3349279,-0.3061408,-0.6844733,0.158998,-0.037121158,-0.02128246,-0.42923442,-0.0064560617,-0.4450599,-0.02554678,0.3786281,-0.20638517,0.24587284,0.3005025,-0.36565486
Zea mays,0.29451898,-0.32968238,0.16883798,0.4294819,0.22317253,-0.27260408,-0.16918357,0.27117008,-0.17918514,0.5729607,0.08005602,0.46813634,-0.123463854,0.13011771,-0.25486636,0.5086632,-0.1142366,-0.1585291,-0.26399127,0.3656091,0.5431873,0.29230756,0.40153462,-0.5346867,0.0087484475,0.568354,-0.23684756,0.30728126,-0.020108612,-0.3636877,0.19536628,-0.47670332,0.33474302,-0.060802072,-0.33156633,-0.5186079,-0.08217151,0.18479598,0.6028171,-0.11990218,0.37747306,0.07319346,0.2979288,-0.10840867,0.68907624,-0.2952961,-0.45744443,-0.17207563,0.020320995,-0.030229472,0.27391654,0.18871109,-0.14937636,0.09234766,0.31199408,0.37165812,0.17058285,0.05579662,0.047958776,0.44879946,-0.18476021,0.046512533,0.091449134,-0.036123585
penurunan_hasil,0.9195471,-0.116944514,0.18872793,-0.33402655,-0.1674291,-0.46781495,-0.071737625,-0.07110253,0.058548614,0.11831821,0.26963985,0.10698321,0.10997784,-0.036532495,-0.02740252,0.5084543,0.42738533,-0.16158336,0.15286902,0.58663845,0.3330966,0.46652293,0.5848849,-0.009846627,-0.075771175,-0.1016002,-0.31939068,-0.03707879,0.21388517,-0.099672355,-0.128266,0.10446869,0.47668034,0.116536796,-0.45255575,-0.54454046,0.30550325,-0.04170535,0.0040445384,0.06616069,-0.11166469,0.7320103,0.26365685,-0.23716493,0.036313508,-0.19173887,-0.32254332,0.008146254,0.20330462,-0.040750716,-0.54259765,0.30957356,0.1233576,0.47732702,0.59744614,0.32956806,0.021250725,-0.034093007,-0.18152992,-0.27538997,0.11197528,0.02876014,-0.17983612,-0.33347672
npv,0.26384446,-0.106463976,0.05719682,0.035618693,-0.054424006,-0.37583447,-0.42848015,-0.16895907,-0.11527262,-0.083145864,0.41699266,-0.07027135,-0.3056705,0.16655935,-0.13329725,0.5224169,0.09643891,0.10695562,-0.22665204,0.526304,0.11934243,0.26909903,0.4415028,-0.109739736,-0.32058123,0.74336785,0.051122144,-0.54030323,-0.20226648,-0.358072,0.12944208,-0.11479721,0.014304883,0.18502054,0.16279902,-0.81749207,0.041216873,-0.25726533,0.046628464,0.3920345,0.4646973,0.049966563,0.023252696,-0.3724823,-0.09596538,-0.13339892,-0.033002168,0.10896141,0.3654183,0.24456248,-0.024605993,-0.021708386,0.86919266,0.24641266,0.10766179,0.46707174,0.38747257,0.3977243,-0.0010087212,-0.011387275,-0.2717616,0.12764539,0.1508482,0.02664726
virus_mlnd,0.32403505,-0.03126053,0.01647087,0.3039842,0.5297047,-0.380188,-0.023897087,-0.12391945,-0.42648965,-0.24148598,0.18172067,0.5057121,-0.23439382,-0.49860957,0.13410938,0.39396784,-0.5171221,-0.14610805,0.21890616,0.6067541,0.46077678,0.40979713,0.2952357,-0.14919648,0.1577804,0.19697346,-0.060095593,0.20370519,-0.022839468,-0.4376289,0.34096062,-0.10916751,-0.35740596,-0.3112977,-0.0071181143,-0.32183373,0.40029502,-0.04964751,-0.19846995,0.37772334,0.04444185,0.20333803,-0.079582796,-0.5422031,-0.27515474,-0.331563,-0.76415634,0.17643765,0.22731555,0.19028723,0.053633805,-0.017518107,-0.28091523,0.055831682,0.45558858,0.3011461,-0.083109945,0.061507873,0.18808447,-0.27566418,-0.32005203,0.05065393,0.016793339,0.05721309
Flower_Chafer,0.7928399,-0.0097536305,0.40316027,-0.13406484,-0.13088293,-0.1971905,-0.14171007,-0.091990605,-0.06105517,0.25623816,0.3795305,0.22337486,-0.060089238,0.08166604,-0.020402428,0.5306397,-0.013197056,0.031048387,-0.17020126,0.787944,0.23796888,0.33616748,0.8586072,-0.16100776,0.025593312,0.013875565,-0.34986457,-0.1694331,0.15279666,-0.3054903,-0.13433376,-0.18020819,0.34834155,0.07893307,-0.3764087,-0.2976727,0.30104318,0.1881364,-0.117745146,0.013325546,0.061606396,0.23651679,-0.09220042,-0.202471,0.42866728,0.179874,-0.44821513,-0.33286184,0.2743365,0.21576065,-0.21227947,-9.166658e-05,0.21982536,0.047493145,0.13338196,0.45022088,-0.05727485,0.14453177,-0.17485204,-0.4127339,-0.108179465,0.19599685,-0.46029213,-0.494381
wereng,0.29081452,-0.4313716,0.3398734,-0.06896299,0.23012057,-0.37566245,-0.16144958,0.24308097,-0.3257685,-0.28802848,0.012476711,-0.028047362,0.039020162,0.22683103,0.25568572,0.6323938,-0.28370762,0.27002954,0.12568091,0.5057199,-0.1959096,0.19213514,0.09175774,0.000101088845,0.1607264,0.31081116,-0.0996423,0.47838318,0.22554697,-0.024772068,0.08899034,-0.4114724,-0.29229528,-0.31303647,-0.19152398,-0.22741364,0.15005755,-0.04275844,0.29128286,0.2767049,0.28468347,0.23202077,0.2385105,-0.5221594,0.13302909,0.13687938,0.08846983,-0.06488366,0.37144145,0.51409584,0.24041149,0.14540963,0.104432516,0.38636667,0.68443817,-0.0039021971,0.22414473,0.16542149,-0.16252327,0.15294796,-0.3185784,0.14249875,-0.34114143,-0.086140685
PengendalianKimia,0.37477514,0.07742915,-0.13242422,0.26038146,0.36836314,0.13797417,-0.12612143,-0.4164081,-0.27150968,-0.6013855,-0.095200144,0.13901559,0.028747564,0.2548873,1.1466657,1.2248244,0.4378764,-0.36587837,0.15238614,0.5598618,0.72656566,-0.30356488,-0.18120348,0.079693444,-0.52336454,0.947516,0.34497684,0.1479459,0.54656774,0.25577438,-0.5456117,-0.49081317,-0.10007401,0.01410344,-1.0049667,-0.16461806,0.31624028,-0.33696887,-0.45845535,0.37239146,-0.17567776,-0.57857203,0.032442175,0.17508255,0.11145406,-0.24948929,-0.015403563,-0.5146407,0.034076117,-0.10987607,-0.3532305,-1.1340051,1.1779137,0.18917473,0.512059,-0.34605178,-0.029628739,-0.6410957,0.2438344,0.014113607,0.054528244,-0.32662576,-0.36353022,-0.23023948
Pengendalian,0.47202787,-0.0020330811,0.032321464,0.33897346,0.44049796,0.2928618,-0.14977257,-0.19422762,-0.29924834,-0.43440524,0.018959217,0.13802099,0.105320945,-0.03409267,0.9664046,1.3109094,0.36498752,-0.4244306,0.06284469,0.39446527,0.7623579,-0.49777934,-0.3782867,0.07681111,-0.52953875,0.9147987,0.27775314,0.13359249,0.53249216,0.22173838,-0.7841414,-0.60480285,-0.041314326,0.14540157,-0.88075846,-0.2875627,0.3656618,-0.17923926,-0.4529514,0.4067199,-0.053580236,-0.3265595,-0.08374832,0.28558993,0.22829208,-0.38018388,0.026616246,-0.47105643,-0.05086216,-0.2215253,-0.56003654,-1.1250862,0.9739927,0.013756028,0.480977,-0.44475666,0.11941764,-0.52503395,0.37751257,-0.106608674,0.018864764,-0.35250607,-0.38860968,-0.2707584
tungau,0.30570215,-0.039528392,0.14880781,-0.18076399,0.07721905,-0.40304857,0.08625191,0.105536185,-0.35459098,0.014374218,-0.09985457,-0.094455406,-0.39581499,0.041245993,0.25637856,0.41044027,-0.23688261,-0.26951158,-0.113621265,0.6571534,-0.051870897,0.07291952,0.51872873,0.075565286,0.13715087,0.26644722,-0.39293197,0.41605824,0.5280491,-0.015750274,0.23411615,0.06655854,-0.2426524,-0.5007443,0.20828845,-0.3165737,0.10337414,0.058048073,-0.07307676,-0.09040199,0.39134777,-0.05510106,0.076690786,-0.6936342,-0.12887584,-0.18892276,-0.31086248,0.007903231,0.5588564,0.51770824,0.55739564,-0.16483948,-0.03141483,0.37434617,0.5342937,-0.15310377,0.4462397,0.34144187,-0.29063332,0.10835985,0.03489325,-0.11015813,-0.0031990807,-0.074805945
metalaxyl,0.4961752,-0.0735735,0.026367156,0.38851926,0.4296808,-0.16557287,0.088292725,0.47740653,-0.44330934,-0.10113827,0.021384908,-0.06056146,-0.36644608,0.38730904,0.015532407,0.24220832,-0.32437706,-0.23598869,0.20303474,0.005833108,0.51947576,0.65199643,0.07154136,-0.071467794,-0.25781113,0.4164521,-0.30788913,-0.11147571,0.07627349,-0.34351885,-0.00615552,-0.08212239,-0.25325045,0.27139086,0.17664725,-0.36828783,0.13609919,0.22767785,0.060964454,-0.070495084,-0.1348601,0.054937012,0.18594687,-0.23236287,0.08544366,-0.11618194,-0.20758371,-0.23284674,0.50935763,0.5583504,-0.40679812,-0.110519804,-0.008324199,0.2465822,0.88077545,0.4323782,0.096936196,-0.03724801,-0.47054446,0.1980552,0.17273872,0.037280142,-0.09846155,0.067766614
na61ff444636d4a939718f3d4b2f8028ab7,-0.00025285836,0.11123764,0.41647798,-0.10517303,0.46840438,-0.07819987,-0.19425765,-0.8116356,0.17030583,-0.917342,0.6125287,-0.64769095,-0.35837358,-0.36865556,0.34613565,0.55280334,-0.11905245,-0.38917017,0.24978864,0.112025514,0.22363439,0.21884152,-0.47388566,0.18600363,-0.24726364,-0.111671194,-0.35544974,0.25837114,0.21820566,0.4967143,-0.48112568,0.20415612,0.017918143,0.060383942,-0.5374275,-0.35426545,0.19897291,0.023487676,0.069889694,-0.0578352,0.3026497,-0.070411615,-0.30415624,0.05029698,0.15502292,0.21033274,0.1722594,-0.59208673,0.067208305,-0.19097838,0.025477558,-0.7903931,-7.658438e-05,0.0061557493,0.015542607,-0.4003313,0.18711768,0.04138163,0.006442064,0.56685376,0.17298797,0.014921582,0.18314537,-0.084309
bercak,0.25983483,-0.24841447,0.48043153,0.059823427,0.4193533,-0.43440506,0.26288584,0.35301194,-0.30522767,0.091394134,0.2133798,0.19474517,-0.57642716,0.10164388,-0.3507897,0.38296437,0.35070777,-0.06514862,-0.25257593,0.23287584,-0.18244117,0.15369798,0.161984,0.10010923,0.05861163,0.39627463,-0.13064617,0.14624877,0.1624032,-0.2187558,-0.13100275,0.034460764,-0.16720001,-0.31837645,-0.12316026,-0.5439727,0.6082714,-0.13443899,0.1499642,-0.007353819,0.3363392,-0.031016009,0.12550116,-0.50191754,-0.13238943,0.27607894,-0.26436463,-0.06864067,0.21314396,0.17769888,0.26655743,-0.08058688,0.08970044,0.16687039,0.34745866,-0.050868493,0.2446328,-0.05470455,-0.35332912,-0.08269454,0.029720085,0.27494007,-0.19757034,-0.49368435
Shoot_Flies,0.25537547,-0.07459557,0.5797053,0.1869305,0.026497602,-0.27140054,-0.11308836,-0.1253473,-0.0004219266,0.026448768,0.10493446,-0.25795224,-0.044694964,0.024326593,0.07862694,0.35158634,-0.20112911,-0.12324334,-0.17720316,0.26070133,-0.011766545,0.44937074,0.48255628,0.002805429,0.1096673,0.21857537,-0.011873409,-0.17955257,-0.16911453,-0.39017498,-0.13765332,-0.03728247,0.05158269,0.20785852,-0.5370763,-0.6300823,0.46881205,0.46375266,0.27510038,0.21351264,0.056169454,0.18133876,0.008314305,-0.6457849,0.17535432,0.07296624,-0.46936297,0.09261208,0.013296088,0.32147667,0.23772602,0.062522195,-0.17834347,0.38665137,0.477284,0.17965063,0.3893184,-0.0066143693,-0.29858816,-0.09576457,0.1324017,0.12584956,0.0650818,0.1594019
